Domain Code,Domain,Country Code,Country,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
QV,Value of Agricultural Production,3,Albania,154,Net Production Value (constant 2004-2006 1000 I$),406,Garlic,2013,2013,1000 Int. $,6496.08828,*,Unofficial figure
QV,Value of Agricultural Production,3,Albania,154,Net Production Value (constant 2004-2006 1000 I$),560,Grapes,2013,2013,1000 Int. $,105595.380027,*,Unofficial figure
QV,Value of Agricultural Production,3,Albania,154,Net Production Value (constant 2004-2006 1000 I$),1182,"Honey, natural",2013,2013,1000 Int. $,7528.281,*,Unofficial figure
QV,Value of Agricultural Production,3,Albania,154,Net Production Value (constant 2004-2006 1000 I$),677,Hops,2013,2013,1000 Int. $,5782.7982,*,Unofficial figure
QV,Value of Agricultural Production,3,Albania,154,Net Production Value (constant 2004-2006 1000 I$),407,"Leeks, other alliaceous vegetables",2013,2013,1000 Int. $,29977.167936,*,Unofficial figure
QV,Value of Agricultural Production,3,Albania,154,Net Production Value (constant 2004-2006 1000 I$),497,Lemons and limes,2013,2013,1000 Int. $,800.495139,*,Unofficial figure
QV,Value of Agricultural Production,3,Albania,154,Net Production Value (constant 2004-2006 1000 I$),372,Lettuce and chicory,2013,2013,1000 Int. $,3998.171176,*,Unofficial figure
QV,Value of Agricultural Production,3,Albania,154,Net Production Value (constant 2004-2006 1000 I$),944,"Meat indigenous, cattle",2013,2013,1000 Int. $,101644.708519,*,Unofficial figure
QV,Value of Agricultural Production,3,Albania,154,Net Production Value (constant 2004-2006 1000 I$),1094,"Meat indigenous, chicken",2013,2013,1000 Int. $,22489.081412,*,Unofficial figure
QV,Value of Agricultural Production,3,Albania,154,Net Production Value (constant 2004-2006 1000 I$),1032,"Meat indigenous, goat",2013,2013,1000 Int. $,18667.327378,*,Unofficial figure
QV,Value of Agricultural Production,3,Albania,154,Net Production Value (constant 2004-2006 1000 I$),1055,"Meat indigenous, pig",2013,2013,1000 Int. $,11647.859526,*,Unofficial figure
QV,Value of Agricultural Production,3,Albania,154,Net Production Value (constant 2004-2006 1000 I$),1012,"Meat indigenous, sheep",2013,2013,1000 Int. $,42951.571546,*,Unofficial figure
QV,Value of Agricultural Production,3,Albania,154,Net Production Value (constant 2004-2006 1000 I$),1166,"Meat, nes",2013,2013,1000 Int. $,185.01882,*,Unofficial figure
QV,Value of Agricultural Production,3,Albania,154,Net Production Value (constant 2004-2006 1000 I$),568,"Melons, other (inc.cantaloupes)",2013,2013,1000 Int. $,6460.489554,*,Unofficial figure
QV,Value of Agricultural Production,3,Albania,154,Net Production Value (constant 2004-2006 1000 I$),951,"Milk, whole fresh buffalo",2013,2013,1000 Int. $,3.98871,*,Unofficial figure
QV,Value of Agricultural Production,3,Albania,154,Net Production Value (constant 2004-2006 1000 I$),882,"Milk, whole fresh cow",2013,2013,1000 Int. $,309764.23104,*,Unofficial figure
QV,Value of Agricultural Production,3,Albania,154,Net Production Value (constant 2004-2006 1000 I$),1020,"Milk, whole fresh goat",2013,2013,1000 Int. $,25692.67596,*,Unofficial figure
QV,Value of Agricultural Production,3,Albania,154,Net Production Value (constant 2004-2006 1000 I$),982,"Milk, whole fresh sheep",2013,2013,1000 Int. $,33672.239166,*,Unofficial figure
QV,Value of Agricultural Production,3,Albania,154,Net Production Value (constant 2004-2006 1000 I$),449,Mushrooms and truffles,2013,2013,1000 Int. $,180.4258,*,Unofficial figure
QV,Value of Agricultural Production,3,Albania,154,Net Production Value (constant 2004-2006 1000 I$),234,"Nuts, nes",2013,2013,1000 Int. $,10180.198287,*,Unofficial figure
QV,Value of Agricultural Production,3,Albania,154,Net Production Value (constant 2004-2006 1000 I$),260,Olives,2013,2013,1000 Int. $,69020.5986,*,Unofficial figure
QV,Value of Agricultural Production,3,Albania,154,Net Production Value (constant 2004-2006 1000 I$),403,"Onions, dry",2013,2013,1000 Int. $,16991.459667,*,Unofficial figure
QV,Value of Agricultural Production,3,Albania,154,Net Production Value (constant 2004-2006 1000 I$),402,"Onions, shallots, green",2013,2013,1000 Int. $,6494.509038,*,Unofficial figure
QV,Value of Agricultural Production,3,Albania,154,Net Production Value (constant 2004-2006 1000 I$),490,Oranges,2013,2013,1000 Int. $,1426.630556,*,Unofficial figure
QV,Value of Agricultural Production,3,Albania,154,Net Production Value (constant 2004-2006 1000 I$),534,Peaches and nectarines,2013,2013,1000 Int. $,7736.681565,*,Unofficial figure
QV,Value of Agricultural Production,3,Albania,154,Net Production Value (constant 2004-2006 1000 I$),521,Pears,2013,2013,1000 Int. $,2859.772845,*,Unofficial figure
QV,Value of Agricultural Production,3,Albania,154,Net Production Value (constant 2004-2006 1000 I$),417,"Peas, green",2013,2013,1000 Int. $,949.17894,*,Unofficial figure
QV,Value of Agricultural Production,3,Albania,154,Net Production Value (constant 2004-2006 1000 I$),536,Plums and sloes,2013,2013,1000 Int. $,20438.707232,*,Unofficial figure
QV,Value of Agricultural Production,3,Albania,154,Net Production Value (constant 2004-2006 1000 I$),116,Potatoes,2013,2013,1000 Int. $,21934.77876,*,Unofficial figure
QV,Value of Agricultural Production,3,Albania,154,Net Production Value (constant 2004-2006 1000 I$),211,"Pulses, nes",2013,2013,1000 Int. $,352.394318,*,Unofficial figure
QV,Value of Agricultural Production,3,Albania,154,Net Production Value (constant 2004-2006 1000 I$),394,"Pumpkins, squash and gourds",2013,2013,1000 Int. $,1421.99929,*,Unofficial figure
QV,Value of Agricultural Production,3,Albania,154,Net Production Value (constant 2004-2006 1000 I$),523,Quinces,2013,2013,1000 Int. $,1253.152332,*,Unofficial figure
QV,Value of Agricultural Production,3,Albania,154,Net Production Value (constant 2004-2006 1000 I$),71,Rye,2013,2013,1000 Int. $,243.18105,*,Unofficial figure
QV,Value of Agricultural Production,3,Albania,154,Net Production Value (constant 2004-2006 1000 I$),236,Soybeans,2013,2013,1000 Int. $,24.137872,*,Unofficial figure
QV,Value of Agricultural Production,3,Albania,154,Net Production Value (constant 2004-2006 1000 I$),723,"Spices, nes",2013,2013,1000 Int. $,218.279298,*,Unofficial figure
QV,Value of Agricultural Production,3,Albania,154,Net Production Value (constant 2004-2006 1000 I$),373,Spinach,2013,2013,1000 Int. $,3677.219976,*,Unofficial figure
QV,Value of Agricultural Production,3,Albania,154,Net Production Value (constant 2004-2006 1000 I$),157,Sugar beet,2013,2013,1000 Int. $,1677.546,*,Unofficial figure
QV,Value of Agricultural Production,3,Albania,154,Net Production Value (constant 2004-2006 1000 I$),267,Sunflower seed,2013,2013,1000 Int. $,399.06175,*,Unofficial figure
QV,Value of Agricultural Production,3,Albania,154,Net Production Value (constant 2004-2006 1000 I$),495,"Tangerines, mandarins, clementines, satsumas",2013,2013,1000 Int. $,2581.873944,*,Unofficial figure
QV,Value of Agricultural Production,3,Albania,154,Net Production Value (constant 2004-2006 1000 I$),826,"Tobacco, unmanufactured",2013,2013,1000 Int. $,3822.6336,*,Unofficial figure
QV,Value of Agricultural Production,3,Albania,154,Net Production Value (constant 2004-2006 1000 I$),388,Tomatoes,2013,2013,1000 Int. $,88751.903292,*,Unofficial figure
QV,Value of Agricultural Production,3,Albania,154,Net Production Value (constant 2004-2006 1000 I$),463,"Vegetables, fresh nes",2013,2013,1000 Int. $,3015.056,*,Unofficial figure
QV,Value of Agricultural Production,3,Albania,154,Net Production Value (constant 2004-2006 1000 I$),420,"Vegetables, leguminous nes",2013,2013,1000 Int. $,30.597577,*,Unofficial figure
QV,Value of Agricultural Production,3,Albania,154,Net Production Value (constant 2004-2006 1000 I$),205,Vetches,2013,2013,1000 Int. $,18.492285,*,Unofficial figure
QV,Value of Agricultural Production,3,Albania,154,Net Production Value (constant 2004-2006 1000 I$),567,Watermelons,2013,2013,1000 Int. $,14661.056327,*,Unofficial figure
QV,Value of Agricultural Production,3,Albania,154,Net Production Value (constant 2004-2006 1000 I$),15,Wheat,2013,2013,1000 Int. $,37236.552,*,Unofficial figure
QV,Value of Agricultural Production,3,Albania,154,Net Production Value (constant 2004-2006 1000 I$),987,"Wool, greasy",2013,2013,1000 Int. $,5739.354,*,Unofficial figure
